lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value	Stg III $estimate	Stg III $p.value
ENSG00000240498	ENSG00000169083	-0.1075497	0.1614703	-0.2164347	0.04533264	-0.02684328	0.8073373
ENSG00000233016	ENSG00000169083	-0.2125791	0.005247711	-0.2662791	0.01320644	-0.287828	0.007559629
ENSG00000226950	ENSG00000169083	-0.07117329	0.3549353	-0.2356499	0.02894692	-0.3197902	0.002850383
ENSG00000245694	ENSG00000169083	0.1223022	0.1110332	-0.006940366	0.9494311	-0.09381303	0.393109
ENSG00000254389	ENSG00000169083	-0.02723424	0.7236481	-0.2007665	0.06380953	-0.1551945	0.1561189
ENSG00000245694	ENSG00000186635	0.1327629	0.08344494	0.295642	0.005716464	0.09664938	0.378896
ENSG00000268388	ENSG00000095139	0.1939542	0.01102638	0.2246372	0.0375832	0.2533504	0.01930965
ENSG00000245532	ENSG00000095139	0.2474923	0.001100186	0.2811508	0.008735062	0.3467125	0.001151382
ENSG00000251562	ENSG00000109321	-0.04059598	0.5980651	0.182162	0.0932188	0.1713706	0.1168366
ENSG00000268388	ENSG00000119682	0.1506211	0.04925095	0.3642025	0.0005663237	0.03592821	0.7440895
ENSG00000245694	ENSG00000143761	0.2527714	0.0008514454	0.0673922	0.5375475	0.2179126	0.04512856
ENSG00000245532	ENSG00000134287	0.3706263	6.041487e-07	0.1914267	0.07746156	0.2943225	0.006253493
ENSG00000245694	ENSG00000004059	0.2225877	0.003431712	0.1923411	0.07602964	0.1904137	0.08089039
ENSG00000245532	ENSG00000101199	0.3067878	4.48035e-05	0.09632334	0.3776424	0.1618227	0.1389766
ENSG00000251562	ENSG00000101199	0.3378151	6.223189e-06	0.2338111	0.03025972	0.1649584	0.1313807
ENSG00000245694	ENSG00000066777	0.1186312	0.1222525	0.2385407	0.02698055	0.185363	0.08943017
ENSG00000245694	ENSG00000124198	0.1272861	0.09711015	0.1184008	0.2775847	0.2564847	0.0178149
ENSG00000245694	ENSG00000081181	0.06763088	0.3794508	0.3521114	0.0008850809	-0.1102796	0.3150208
ENSG00000251562	ENSG00000175220	0.4265276	5.992828e-09	0.3988862	0.0001422879	0.2982672	0.005561378
ENSG00000251562	ENSG00000198826	0.2969275	8.024517e-05	0.3084162	0.003863911	0.4057547	0.0001168753
ENSG00000245694	ENSG00000198826	0.3526253	2.243081e-06	0.3764809	0.0003533884	0.1398684	0.2017026
ENSG00000245532	ENSG00000165322	0.2431923	0.001350233	0.1564397	0.1503189	0.1695089	0.1209253
ENSG00000268388	ENSG00000165322	0.1141627	0.1370712	0.09840969	0.3673489	0.01780255	0.8715311
ENSG00000245694	ENSG00000075884	-0.1042877	0.1746412	0.02937751	0.7883089	0.02500471	0.8203039
ENSG00000268388	ENSG00000140750	0.274573	0.0002787631	0.3459538	0.001103703	0.2831658	0.008639854
ENSG00000251562	ENSG00000107863	0.399151	6.381731e-08	0.2216976	0.04022238	0.3045962	0.004592034
ENSG00000251562	ENSG00000088756	0.2465732	0.001149758	0.303652	0.004480573	0.2635313	0.01481344
ENSG00000245694	ENSG00000137962	0.360438	1.281889e-06	0.1039988	0.3406307	0.1288545	0.2398757
ENSG00000245532	ENSG00000147799	0.2558093	0.000732884	0.07790163	0.4758809	0.07991712	0.4671928
ENSG00000251562	ENSG00000141522	0.3060824	4.67434e-05	0.3266261	0.002145379	0.1752417	0.1086772
ENSG00000245532	ENSG00000141522	0.1812285	0.01768419	0.1377296	0.2060155	0.2202617	0.04280637
ENSG00000245694	ENSG00000111348	-0.06841945	0.373906	0.1067272	0.328044	0.03753309	0.7330775
ENSG00000245694	ENSG00000110237	0.142063	0.06381053	0.1888037	0.0816893	0.1705351	0.1186582
ENSG00000268388	ENSG00000110237	0.4272428	5.617501e-09	0.499441	9.819843e-07	0.2470799	0.02262523
ENSG00000245532	ENSG00000110237	0.3343572	7.83892e-06	0.03490676	0.7496716	0.2777784	0.01005479
ENSG00000251562	ENSG00000110237	0.3857644	1.881944e-07	0.419581	5.78714e-05	0.24059	0.02655647
ENSG00000245532	ENSG00000142632	0.30185	6.014466e-05	0.1441744	0.1853752	0.146913	0.1796903
ENSG00000251562	ENSG00000116584	0.2914304	0.0001100553	0.1523744	0.1613403	0.2628295	0.01509134
ENSG00000268388	ENSG00000116584	0.1574636	0.03970062	0.4109897	8.467686e-05	0.1329568	0.2251124
ENSG00000245694	ENSG00000240771	0.3015108	6.136179e-05	0.4565066	9.974427e-06	0.1794171	0.10038
ENSG00000245694	ENSG00000214944	0.3570168	1.640786e-06	0.2248583	0.03739071	0.09653834	0.3794465
ENSG00000245694	ENSG00000183111	0.185171	0.01532224	0.2102291	0.05203703	0.1160425	0.2902396
ENSG00000245694	ENSG00000165801	0.1823457	0.01698474	0.03271011	0.7649535	0.1132071	0.3022666
ENSG00000251562	ENSG00000177479	0.2180805	0.00416448	0.247686	0.02148867	0.3244737	0.002448549
ENSG00000245694	ENSG00000179674	0.4067724	3.373893e-08	0.4379968	2.470096e-05	0.1932958	0.07631664
ENSG00000245532	ENSG00000214087	0.2990259	7.100906e-05	0.1721153	0.1130514	0.1063477	0.3326897
ENSG00000268388	ENSG00000214087	-0.08241954	0.2838571	0.3430493	0.001222951	0.08936854	0.4160077
ENSG00000245694	ENSG00000102931	0.2090784	0.00606217	0.3437169	0.001194548	0.0256232	0.8159364
ENSG00000268388	ENSG00000138175	-0.009436713	0.9025041	0.2672692	0.01285659	-0.005661015	0.9589912
ENSG00000245694	ENSG00000162980	0.306956	4.435215e-05	0.2451482	0.0229073	0.3363548	0.0016475
ENSG00000245694	ENSG00000165997	0.1066038	0.1652104	0.08471546	0.4380334	0.06786489	0.5371481
ENSG00000245694	ENSG00000113966	0.2220573	0.003511436	0.4314398	3.36375e-05	0.2499087	0.02107373
ENSG00000268388	ENSG00000170540	0.03061048	0.6910422	-0.0002023816	0.9985244	0.2024596	0.06313464
ENSG00000268388	ENSG00000134108	0.09114801	0.2357636	0.5171798	3.423882e-07	0.1517236	0.1657011
ENSG00000251562	ENSG00000134108	0.1963633	0.01005129	0.1740509	0.1089961	0.3003454	0.00522478
ENSG00000245694	ENSG00000146476	0.3304103	1.016743e-05	0.2091591	0.05327148	0.2886304	0.007386217
ENSG00000214049	ENSG00000172379	0.2666896	0.0004220174	0.2628115	0.01449771	0.1075526	0.3272097
ENSG00000245694	ENSG00000172379	0.2622774	0.0005293764	0.3899718	0.00020594	0.1721884	0.1150746
ENSG00000245532	ENSG00000241685	0.05790935	0.4518464	-0.2024605	0.0615563	-0.00113376	0.9917835
ENSG00000268388	ENSG00000241685	-0.1884893	0.0135525	0.1772639	0.1025149	0.01095036	0.9207687
ENSG00000251562	ENSG00000241685	0.03643501	0.6361332	-0.09928775	0.3630687	0.01045663	0.9243303
ENSG00000245694	ENSG00000163466	0.1776372	0.02010476	0.4404273	2.199364e-05	0.2683829	0.01301074
ENSG00000268388	ENSG00000136950	-0.007621986	0.9211853	0.2155291	0.04626405	0.209102	0.05478594
ENSG00000245532	ENSG00000136950	0.0137643	0.858189	-0.05031181	0.6454899	0.1464771	0.1809993
ENSG00000245694	ENSG00000128989	0.1779415	0.01988905	0.1803347	0.09660598	0.2011562	0.06488822
ENSG00000251562	ENSG00000197070	0.2463253	0.001163476	0.2691765	0.01220526	0.2125356	0.05083832
ENSG00000245532	ENSG00000197070	0.2552851	0.0007521927	0.1559636	0.1515796	0.4369035	2.908306e-05
ENSG00000245694	ENSG00000113369	0.1206549	0.1159637	0.1221787	0.2624312	0.1372433	0.2103796
ENSG00000245694	ENSG00000113273	0.1672132	0.02881759	0.2290501	0.03389407	0.0766076	0.4858937
ENSG00000245532	ENSG00000141337	0.0985444	0.1997349	0.1546975	0.1549711	0.09377872	0.3932829
ENSG00000268388	ENSG00000180801	0.2439882	0.001300357	0.3400007	0.001360572	0.1418357	0.1953698
ENSG00000251562	ENSG00000180801	0.4369088	2.309188e-09	0.2524857	0.01901032	0.2832382	0.008622081
ENSG00000245694	ENSG00000180801	0.2711553	0.0003341809	0.3801156	0.0003062393	0.07444573	0.4983211
ENSG00000245694	ENSG00000164291	0.2421675	0.001417028	0.2203695	0.04146445	0.09637909	0.3802369
ENSG00000251562	ENSG00000164291	0.01280468	0.8679825	-0.003632746	0.9735184	0.07377017	0.5022382
ENSG00000268388	ENSG00000153317	0.2731854	0.0003001455	0.5238378	2.269706e-07	0.4213544	5.923634e-05
ENSG00000245694	ENSG00000153317	0.3464924	3.444343e-06	0.4218161	5.232653e-05	0.1727956	0.1137798
ENSG00000251562	ENSG00000065802	0.3994621	6.219789e-08	0.2439213	0.02362127	0.1570386	0.1511988
ENSG00000268388	ENSG00000115239	0.08477074	0.2702981	0.426179	4.289874e-05	0.1781605	0.1028232
ENSG00000245694	ENSG00000115239	0.4511884	5.895158e-10	0.3679776	0.000490853	0.3365134	0.001638633
ENSG00000245532	ENSG00000148331	0.2123635	0.005294881	0.1551174	0.1538403	0.3326837	0.001865174
ENSG00000268388	ENSG00000183475	0.0498232	0.5175373	0.142975	0.1890982	0.1927655	0.07714233
ENSG00000245694	ENSG00000102048	-0.08416309	0.2737595	0.02513363	0.8183208	-0.01386897	0.899749
ENSG00000245694	ENSG00000112249	0.07058715	0.3589218	0.10601	0.3313234	0.1382989	0.2068591
ENSG00000251562	ENSG00000105011	0.2266275	0.002876055	0.07320395	0.5029654	0.1939067	0.07537428
ENSG00000251562	ENSG00000126522	-0.01361453	0.8597162	-0.1100411	0.3131598	-0.2264724	0.03714017
ENSG00000245532	ENSG00000126522	-0.1219247	0.1121483	-0.01674477	0.8783801	-0.1275478	0.2447162
ENSG00000245694	ENSG00000070669	0.2207357	0.003717416	0.3552675	0.0007890327	0.2797348	0.009519117
ENSG00000245694	ENSG00000108381	0.02342435	0.7610455	0.09325452	0.3930966	-0.1044854	0.341273
ENSG00000251562	ENSG00000204653	-0.2501795	0.0009662746	-0.3946992	0.0001694934	-0.2990254	0.005436415
ENSG00000245532	ENSG00000204653	-0.1688802	0.02723851	-0.1755221	0.10599	-0.1861565	0.08804323
ENSG00000245532	ENSG00000166183	-0.2286295	0.002632055	0.09520969	0.3832076	-0.0135179	0.902274
ENSG00000251562	ENSG00000066279	0.2475448	0.001097419	0.279669	0.009111256	0.3387152	0.001519945
ENSG00000245694	ENSG00000066279	0.3048859	5.021569e-05	0.1565465	0.1500371	0.2741893	0.01110628
ENSG00000245694	ENSG00000169696	0.2737762	0.0002908613	0.06880873	0.5290118	0.312499	0.003594249
ENSG00000251562	ENSG00000034533	0.2340871	0.002059156	0.1196662	0.272445	0.1987665	0.06820565
ENSG00000245532	ENSG00000148219	0.04058519	0.5981625	0.1823772	0.09282612	0.1062819	0.3329907
ENSG00000251562	ENSG00000197785	-0.04407549	0.5670424	-0.04118129	0.7065668	0.05065301	0.6452443
ENSG00000251562	ENSG00000160072	0.1440138	0.06021446	0.07056227	0.51854	0.2302804	0.0339867
ENSG00000268388	ENSG00000123268	0.08409771	0.2741337	0.2488781	0.02084869	0.07101667	0.5183679
ENSG00000255198	ENSG00000162772	-0.2177985	0.004214684	-0.01404321	0.8978862	-0.1725624	0.1142759
ENSG00000234608	ENSG00000162772	-0.05613474	0.4658498	-0.0224481	0.8374512	-0.2426582	0.02524516
ENSG00000245694	ENSG00000162772	0.1169495	0.1276767	0.2204682	0.041371	-0.01973724	0.8577088
ENSG00000245532	ENSG00000128272	0.2052076	0.007092465	-0.05643127	0.6058015	0.0631806	0.565666
ENSG00000251562	ENSG00000128272	0.3035847	5.426624e-05	0.1106907	0.3102945	0.1403379	0.2001781
ENSG00000245694	ENSG00000118217	0.05170492	0.5018258	0.09935814	0.3627269	0.2212677	0.0418426
ENSG00000251562	ENSG00000213676	0.2701796	0.0003517813	0.2019306	0.06225414	0.2291668	0.03488475
ENSG00000251562	ENSG00000123395	0.1108817	0.148799	0.1776583	0.1017407	0.1368315	0.2117645
ENSG00000251562	ENSG00000145782	0.3316243	9.389297e-06	0.2459536	0.02244865	0.3819348	0.0003098964
ENSG00000268388	ENSG00000085978	0.1641481	0.03192532	0.5347028	1.138332e-07	0.1636301	0.134559
ENSG00000245694	ENSG00000110046	0.1012545	0.1875868	0.08623427	0.4298351	-0.1041979	0.3426104
ENSG00000251562	ENSG00000144848	0.09505749	0.2161898	0.1364863	0.2101789	0.1960957	0.07207395
ENSG00000268388	ENSG00000144848	0.01735308	0.8217664	0.4175857	6.327825e-05	0.08258748	0.4523938
ENSG00000245694	ENSG00000101844	0.013008	0.8659058	0.2810352	0.008763928	-0.02376243	0.8290926
ENSG00000245694	ENSG00000168397	0.2961145	8.411684e-05	0.3111921	0.003540603	0.3487561	0.001071251
ENSG00000268388	ENSG00000168397	0.03984143	0.6048919	0.4143751	7.297305e-05	0.1495875	0.1718101
ENSG00000268388	ENSG00000125703	0.01988723	0.7962701	0.3293711	0.001957135	0.1604738	0.1423446
ENSG00000245694	ENSG00000138363	0.326811	1.284885e-05	0.3250156	0.00226326	0.2307021	0.03365169
ENSG00000251562	ENSG00000138363	0.2393808	0.001614211	0.1874927	0.0838702	0.1706708	0.1183608
ENSG00000245694	ENSG00000198513	0.117294	0.1265505	0.2294625	0.03356533	0.07213303	0.5117969
ENSG00000268388	ENSG00000184743	0.05467392	0.4775542	0.11282	0.3010208	0.123443	0.2603568
ENSG00000251562	ENSG00000149311	0.4922194	8.055193e-12	0.2205468	0.04129674	0.5775925	7.152231e-09
ENSG00000214049	ENSG00000149311	0.3898734	1.357219e-07	0.03132499	0.7746365	0.2070574	0.0572535
ENSG00000268388	ENSG00000111676	0.216182	0.004513148	0.6250707	1.251793e-10	0.1679305	0.1244768
ENSG00000245532	ENSG00000111676	0.5309864	7.966583e-14	0.1597402	0.1417935	0.3159409	0.003223855
ENSG00000251562	ENSG00000163399	0.3481277	3.074845e-06	0.1445611	0.1841865	0.1853402	0.08947024
ENSG00000245532	ENSG00000163399	0.292345	0.0001044661	0.07200807	0.5099857	0.1560724	0.153762
ENSG00000245694	ENSG00000159720	0.07566096	0.3253372	0.3677286	0.0004955318	0.07892225	0.4727729
ENSG00000268388	ENSG00000113732	-0.05480371	0.4765079	0.1708895	0.1156793	0.2359339	0.02972136
ENSG00000245694	ENSG00000171130	0.1307471	0.08828304	-0.09025609	0.4085538	0.006543234	0.9526072
ENSG00000268388	ENSG00000114573	0.05173938	0.5015404	0.2955496	0.005732318	0.0449632	0.6828265
ENSG00000245694	ENSG00000114573	0.1148506	0.1347044	0.2375525	0.02763961	0.3169721	0.003119736
ENSG00000245694	ENSG00000155097	0.1927799	0.01153118	0.1867507	0.08512496	0.07506693	0.4947333
ENSG00000251562	ENSG00000143882	0.5913742	1.650753e-17	0.3429535	0.001227075	0.3913389	0.0002127325
ENSG00000245532	ENSG00000143882	0.7141378	5.665944e-28	0.4507991	1.326703e-05	0.7876621	3.829718e-19
ENSG00000245694	ENSG00000100554	0.220185	0.003806416	0.4208181	5.47383e-05	0.3232208	0.002550734
ENSG00000268388	ENSG00000100554	0.03737438	0.6274505	0.313379	0.003303152	0.03675141	0.7384345
ENSG00000268388	ENSG00000131100	0.02061955	0.7889408	0.2986516	0.005220549	0.1494227	0.1722882
ENSG00000268388	ENSG00000136888	0.007480366	0.9226451	0.1212967	0.2659177	0.07962165	0.4688463
ENSG00000251562	ENSG00000136888	0.05946367	0.4397775	0.09994731	0.3598738	0.2243187	0.03902948
ENSG00000251562	ENSG00000165240	0.3894702	1.401726e-07	0.2315956	0.03190778	0.2855186	0.008078861
ENSG00000245694	ENSG00000081923	0.1073009	0.1624478	0.05295793	0.6281977	0.1383075	0.2068307
ENSG00000245694	ENSG00000143515	0.1769898	0.02057029	0.3463962	0.001086494	0.09762688	0.3740706
ENSG00000245694	ENSG00000054793	0.1310903	0.08744399	0.03350304	0.7594265	0.2964973	0.005863049
ENSG00000245694	ENSG00000175054	0.274847	0.000274713	0.2674026	0.01281007	0.2751558	0.01081407
ENSG00000268388	ENSG00000175054	0.1363119	0.07544613	0.1584547	0.1450696	0.1655892	0.1298917
ENSG00000268388	ENSG00000164053	-0.05360335	0.486232	0.1046929	0.3374002	0.1000255	0.362389
ENSG00000251562	ENSG00000085224	0.3787934	3.243743e-07	0.2674337	0.01279923	0.3191128	0.00291315
ENSG00000268388	ENSG00000224470	0.04934078	0.5216055	0.3446272	0.001156793	0.1310632	0.231846
ENSG00000245532	ENSG00000087152	0.3145487	2.790267e-05	0.1165966	0.285024	0.2516687	0.02015514
ENSG00000268388	ENSG00000087152	0.05052741	0.511628	0.1800455	0.09715069	0.1254936	0.2524604
ENSG00000268388	ENSG00000087586	-0.07069747	0.3581694	0.1705126	0.116497	0.08221957	0.4544172
ENSG00000245532	ENSG00000087586	0.05828363	0.4489233	0.07745958	0.4783956	0.03059566	0.781038
ENSG00000245694	ENSG00000087586	0.06842657	0.3738562	0.3138336	0.003255624	0.136398	0.2132294
ENSG00000251562	ENSG00000087586	0.1298779	0.09043732	0.1471448	0.1763852	0.2768845	0.01030817
ENSG00000245694	ENSG00000175756	0.010364	0.8929784	0.1073315	0.3252968	0.05041116	0.6468246
ENSG00000251562	ENSG00000178999	0.1249668	0.1034067	0.06469901	0.5539612	0.07736741	0.4815654
ENSG00000268388	ENSG00000178999	-0.07457783	0.3323309	0.4794611	3.003226e-06	0.03279456	0.765738
ENSG00000268388	ENSG00000105778	-0.01067818	0.8897544	0.1919047	0.07671027	-0.01603958	0.8841603
ENSG00000251562	ENSG00000105778	0.2206624	0.003729159	0.4273989	4.056088e-05	0.2647105	0.01435652
ENSG00000251562	ENSG00000119986	-0.1400709	0.06766242	-0.03738228	0.7325649	-0.2009037	0.06523241
ENSG00000251562	ENSG00000163512	0.3406821	5.128369e-06	0.2598456	0.01568752	0.2661145	0.0138284
ENSG00000245694	ENSG00000155096	0.1012712	0.1875135	0.1086575	0.3193202	0.09223863	0.4011334
ENSG00000245694	ENSG00000169255	0.1281814	0.09476233	0.3304936	0.001884546	0.1512546	0.1670283
ENSG00000251562	ENSG00000176022	0.1107239	0.1493815	0.002315296	0.9831204	0.1334957	0.2232214
ENSG00000245694	ENSG00000170340	0.190751	0.01245133	0.2531388	0.01869283	0.1984204	0.06869734
ENSG00000268388	ENSG00000170340	0.1921087	0.01182875	0.2632072	0.01434504	0.2757424	0.01064004
ENSG00000245694	ENSG00000176597	0.09624689	0.2104717	0.1578504	0.1466293	0.02413193	0.8264763
ENSG00000245532	ENSG00000177191	0.1457807	0.05710266	-0.07083654	0.5169116	0.3553927	0.0008447029
ENSG00000245532	ENSG00000175711	0.4083536	2.950053e-08	0.2554181	0.01762028	0.1846677	0.0906596
ENSG00000251562	ENSG00000135454	0.1605898	0.03588578	0.004524082	0.9670241	0.2139787	0.04925061
ENSG00000245694	ENSG00000139044	0.1663386	0.02967682	0.1699488	0.1177279	0.09876327	0.368508
ENSG00000245694	ENSG00000086062	-0.08278616	0.2817134	0.01413158	0.8972471	0.1560345	0.1538632
ENSG00000245532	ENSG00000117411	0.2903491	0.0001170226	0.08190609	0.4534282	-0.04823754	0.6610973
ENSG00000245532	ENSG00000158470	0.4206945	1.009918e-08	0.07124258	0.5145058	0.1988554	0.06807988
ENSG00000268388	ENSG00000158470	0.3149967	2.713941e-05	0.1706873	0.1161173	0.4010632	0.0001424557
ENSG00000268388	ENSG00000174684	-0.09419599	0.2204002	0.09984473	0.3603695	-0.1464311	0.1811378
ENSG00000245694	ENSG00000105393	0.07060059	0.3588301	0.2762536	0.01003284	-0.01744751	0.8740719
ENSG00000278768	ENSG00000186318	0.5160299	5.068857e-13	0.3346868	0.001634368	0.4242902	5.19284e-05
ENSG00000268388	ENSG00000182240	0.1016936	0.1856703	0.02636288	0.8095988	0.118852	0.2786388
ENSG00000245694	ENSG00000182240	0.2241725	0.003203105	0.1878944	0.08319709	0.1491861	0.1729763
ENSG00000245532	ENSG00000002330	0.2130121	0.005154104	0.1327298	0.2231203	0.06443522	0.5579583
ENSG00000251562	ENSG00000112208	0.1052781	0.170561	0.05724387	0.6006129	-0.010933	0.9208939
ENSG00000245532	ENSG00000166170	0.2128349	0.005192238	0.2376405	0.02758039	0.3010707	0.005111623
ENSG00000245694	ENSG00000204463	0.2750431	0.0002718474	0.219508	0.04228701	0.04111892	0.7086701
ENSG00000268388	ENSG00000204463	-0.01955692	0.7995817	0.06219466	0.569437	-0.09755761	0.3744113
ENSG00000268388	ENSG00000095739	0.007161642	0.9259314	0.05415515	0.6204385	0.01510761	0.8908484
ENSG00000251562	ENSG00000095739	0.04412876	0.5665734	-0.03740539	0.7324058	0.08279915	0.451232
ENSG00000245694	ENSG00000175334	0.2744436	0.0002806957	0.2642046	0.01396638	0.2655235	0.0140486
ENSG00000245694	ENSG00000153064	0.001407002	0.9854283	-0.0224585	0.837377	-0.007313296	0.9470372
ENSG00000251562	ENSG00000138376	0.3935944	1.005585e-07	0.2613041	0.01509225	0.3300388	0.002037727
ENSG00000226950	ENSG00000156127	0.2287878	0.002613587	0.1902675	0.07930779	0.1573644	0.1503419
ENSG00000228817	ENSG00000156127	0.07189941	0.3500353	-0.04634858	0.6717428	0.01428553	0.8967543
ENSG00000255717	ENSG00000156127	0.08707202	0.2574599	-0.04503605	0.6805266	-0.0561664	0.6096558
ENSG00000255198	ENSG00000156127	0.0482172	0.5311435	0.2344144	0.02982353	0.05288029	0.6307652
ENSG00000247092	ENSG00000156127	0.0761403	0.3222726	-0.08423156	0.4406638	0.09813242	0.3715897
ENSG00000178977	ENSG00000156127	-0.01629141	0.8325055	0.2296499	0.03341691	-0.07862539	0.4744449
ENSG00000249859	ENSG00000156127	0.1137619	0.1384647	0.1890453	0.08129231	0.2243721	0.03898171
ENSG00000234608	ENSG00000156127	0.132251	0.08465305	0.1834131	0.0909541	0.0531042	0.6293172
ENSG00000232118	ENSG00000156127	0.1233603	0.1079535	-0.1229356	0.2594641	0.06611139	0.5477398
ENSG00000224843	ENSG00000156127	-0.05268625	0.4937325	-0.1250232	0.2513987	-0.1363237	0.2134809
ENSG00000197989	ENSG00000156127	0.1036387	0.1773538	0.04215233	0.6999738	0.0966565	0.3788607
ENSG00000233016	ENSG00000156127	0.0447817	0.5608406	0.06414121	0.5573906	-0.08883591	0.4188028
ENSG00000222041	ENSG00000156127	0.1636731	0.03243152	0.3485644	0.001005638	0.1970311	0.07069953
ENSG00000231074	ENSG00000156127	0.04349322	0.5721802	-0.02819283	0.7966577	-0.01531692	0.8893456
ENSG00000177410	ENSG00000156127	0.0917933	0.2324499	0.230151	0.03302266	-0.01442347	0.8957629
ENSG00000130600	ENSG00000087088	0.1355192	0.07717675	0.1987223	0.06661716	0.1321683	0.2278995
ENSG00000268388	ENSG00000087088	0.003567801	0.9630608	0.2357915	0.02884787	0.1013206	0.356176
ENSG00000245694	ENSG00000087088	0.3068759	4.456651e-05	0.3154936	0.003087209	0.1072715	0.328483
ENSG00000251562	ENSG00000087088	0.2234506	0.003305484	0.1363321	0.2106994	0.02549154	0.8168656
ENSG00000245532	ENSG00000087088	0.2455677	0.001206327	-0.1660902	0.1264243	0.06873426	0.5319345
ENSG00000245694	ENSG00000198604	0.09334941	0.2245942	0.1826329	0.09236114	0.2178338	0.04520828
ENSG00000245532	ENSG00000076108	0.3713342	5.728273e-07	0.3437427	0.001193464	0.5191463	3.571213e-07
ENSG00000268388	ENSG00000076108	0.1180879	0.1239848	0.1836967	0.09044696	0.1927193	0.0772146
