lnc	gene	Stg I $estimate	Stg I $p.value	Stg II $estimate	Stg II $p.value
ENSG00000254417	ENSG00000245848	-0.233653	0.3080286	-0.02872784	0.7297904
ENSG00000233532	ENSG00000245848	0.2130284	0.3538507	-0.1445771	0.08061454
ENSG00000223806	ENSG00000245848	-0.4495803	0.04088088	0.07830864	0.3457907
ENSG00000231607	ENSG00000245848	-0.4259507	0.05419314	0.0225958	0.7858869
ENSG00000184274	ENSG00000245848	-0.09062724	0.6960328	-0.06353232	0.4445781
ENSG00000185186	ENSG00000245848	-0.03515268	0.8797612	-0.2654632	0.001155668
ENSG00000249859	ENSG00000245848	0.1872093	0.4164527	0.009411662	0.9099206
ENSG00000254389	ENSG00000245848	0.1453941	0.5294558	-0.08311017	0.3169295
ENSG00000251562	ENSG00000245848	-0.05691441	0.8064237	-0.05522413	0.5064674
ENSG00000229847	ENSG00000245848	0.2846235	0.2111157	-0.005320755	0.9490017
ENSG00000235947	ENSG00000245848	-0.2005146	0.3834768	-0.1049466	0.2058554
ENSG00000176124	ENSG00000245848	0.2081169	0.3653161	0.04397129	0.5969246
ENSG00000245532	ENSG00000245848	0.1846545	0.4229553	-0.08648113	0.2976298
ENSG00000235823	ENSG00000245848	-0.5119732	0.01766245	0.04794338	0.5641746
ENSG00000233725	ENSG00000245848	-0.2869272	0.2072829	-0.1452393	0.0792218
ENSG00000251191	ENSG00000245848	-0.1376462	0.5518478	-0.1142465	0.1682479
ENSG00000247092	ENSG00000245848	-0.3576255	0.1114624	-0.06840496	0.4103654
ENSG00000228824	ENSG00000245848	0.1214565	0.5999652	0.1256298	0.1294711
ENSG00000175611	ENSG00000245848	-0.32932	0.1449089	0.1579072	0.05610992
ENSG00000245694	ENSG00000245848	0.2006259	0.3832074	-0.04229412	0.6110052
ENSG00000224843	ENSG00000245848	-0.3107243	0.1703917	-0.04221039	0.6117121
ENSG00000229140	ENSG00000245848	0.2441998	0.2860634	-0.01884448	0.8207762
ENSG00000240498	ENSG00000245848	-0.02185024	0.9251013	-0.1392673	0.09250681
ENSG00000222041	ENSG00000245848	0.07722588	0.7393451	-0.3026576	0.0001945601
ENSG00000224939	ENSG00000245848	-0.3257536	0.1495745	-0.06549622	0.430599
ENSG00000228022	ENSG00000245848	0.07544805	0.7451516	0.1078979	0.193318
ENSG00000240990	ENSG00000245848	-0.4409975	0.04538382	0.1056146	0.2029678
ENSG00000236790	ENSG00000245848	0.3557831	0.1134512	0.117679	0.1557418
ENSG00000180769	ENSG00000245848	-0.2696502	0.2371735	0.2239421	0.006397234
ENSG00000198221	ENSG00000245848	-0.006744457	0.9768529	-0.02041271	0.8061439
ENSG00000178977	ENSG00000245848	-0.01005746	0.9654881	0.3179838	8.680076e-05
ENSG00000249669	ENSG00000245848	0.1099126	0.6352986	0.047354	0.5689795
ENSG00000241313	ENSG00000245848	0.1310991	0.5710957	-0.2295508	0.005160438
ENSG00000175611	ENSG00000172216	-0.523126	0.01495671	-0.1750429	0.0339584
ENSG00000226950	ENSG00000172216	-0.2838504	0.2124126	-0.06330296	0.4462272
ENSG00000235823	ENSG00000172216	-0.6040166	0.003735235	0.1618832	0.05012279
ENSG00000180769	ENSG00000172216	-0.6264152	0.002379588	-0.08423131	0.3104225
ENSG00000197989	ENSG00000172216	0.4730227	0.03033726	0.3904151	1.015809e-06
ENSG00000236790	ENSG00000172216	0.1682694	0.4659322	-0.07059063	0.3955364
ENSG00000242808	ENSG00000172216	-0.4135239	0.06240929	-0.1053938	0.2039193
ENSG00000247400	ENSG00000172216	-0.4547044	0.03836321	-0.03651168	0.6606268
ENSG00000224939	ENSG00000172216	-0.3522076	0.117384	0.2362805	0.003961583
ENSG00000238197	ENSG00000172216	-0.5854918	0.005294929	-0.0887688	0.2849846
ENSG00000253738	ENSG00000172216	-0.4998842	0.021026	0.07035059	0.3971491
ENSG00000251562	ENSG00000159409	0.1590664	0.4910095	0.08036386	0.3332401
ENSG00000245532	ENSG00000159409	-0.4874903	0.02498712	-0.003827826	0.9632992
ENSG00000245532	ENSG00000143126	-0.6332374	0.002060151	0.08681259	0.295775
ENSG00000251562	ENSG00000143126	-0.1270188	0.5832376	0.2841647	0.0004864796
ENSG00000251562	ENSG00000103888	0.0872936	0.706728	0.03774481	0.6499105
ENSG00000245694	ENSG00000103888	0.6760264	0.0007680437	0.1346244	0.1040115
ENSG00000268388	ENSG00000103888	-0.07089891	0.7600696	-0.01464544	0.8602467
ENSG00000245532	ENSG00000223802	-0.315067	0.1641828	-0.1554309	0.06012804
ENSG00000268388	ENSG00000223802	0.3852682	0.08457823	0.06589274	0.4278074
ENSG00000268388	ENSG00000153140	-0.05625423	0.8086288	-0.01756242	0.8327846
ENSG00000245532	ENSG00000143375	0.5900541	0.004868134	0.411712	2.209711e-07
ENSG00000245532	ENSG00000159685	-0.6240316	0.002500562	0.1973415	0.01658311
ENSG00000268388	ENSG00000177830	0.106697	0.6452827	-0.07020559	0.3981252
ENSG00000245532	ENSG00000177830	-0.5706335	0.006905215	0.009735568	0.9068342
ENSG00000245694	ENSG00000177830	-0.6191573	0.002764054	-0.005628352	0.9460578
ENSG00000245694	ENSG00000099622	-0.5920436	0.004691179	-0.06323011	0.4467517
ENSG00000245532	ENSG00000189143	0.228517	0.3190858	0.2458171	0.002689892
ENSG00000251562	ENSG00000189143	-0.217781	0.3429576	0.06538904	0.4313553
ENSG00000245532	ENSG00000169583	0.05603927	0.8093471	0.1658043	0.04474718
ENSG00000245532	ENSG00000105270	-0.5265903	0.01418813	-0.1013803	0.2217727
ENSG00000251562	ENSG00000105270	0.06509646	0.7792165	0.1141326	0.168675
ENSG00000245694	ENSG00000153721	-0.6518665	0.001365521	-0.2264787	0.00580845
ENSG00000251562	ENSG00000153721	0.1217898	0.5989573	0.2265887	0.005784062
ENSG00000245694	ENSG00000113805	-0.1374427	0.5524418	-0.03487497	0.6749571
ENSG00000245532	ENSG00000213380	-0.3219532	0.1546612	0.1784013	0.03062516
ENSG00000130600	ENSG00000139219	-0.1280083	0.580283	0.05060714	0.5427027
ENSG00000245694	ENSG00000130309	0.3494076	0.1205317	0.04213502	0.6123485
ENSG00000268388	ENSG00000172301	-0.1720849	0.4557304	0.2079354	0.01149607
ENSG00000245694	ENSG00000141030	-0.6697268	0.00089677	-0.2136549	0.009366239
ENSG00000245694	ENSG00000138663	-0.6071093	0.003516652	-0.1829064	0.02659364
ENSG00000251562	ENSG00000167186	0.1239902	0.5923208	0.1912132	0.02034114
ENSG00000268388	ENSG00000103647	0.1453062	0.5297075	0.03272156	0.6939898
ENSG00000268388	ENSG00000163626	0.04980435	0.8302435	0.01543601	0.8527858
ENSG00000245694	ENSG00000109472	-0.3048208	0.1790886	-0.1668069	0.04345277
ENSG00000268388	ENSG00000109472	-0.1206755	0.6023298	-0.06013966	0.4693204
ENSG00000260464	ENSG00000071894	0.1730814	0.4530853	-0.03918978	0.6374439
ENSG00000257259	ENSG00000071894	0.4572613	0.03715299	-0.1061494	0.2006771
ENSG00000260260	ENSG00000119203	0.134852	0.5600266	-0.006024995	0.9422627
ENSG00000257259	ENSG00000119203	-0.07141889	0.7583602	-0.04706043	0.57138
ENSG00000260464	ENSG00000119203	-0.3003106	0.1859336	-0.05563631	0.5032949
ENSG00000257259	ENSG00000160917	0.07457619	0.7480041	0.02775198	0.738631
ENSG00000260260	ENSG00000160917	0.1357387	0.5574254	0.2870923	0.000422506
ENSG00000249835	ENSG00000111605	-0.01746918	0.9400896	0.1638325	0.04738702
ENSG00000263731	ENSG00000111605	0.1427189	0.5371392	0.02948448	0.7229599
ENSG00000225439	ENSG00000111605	0.2455852	0.2832523	0.1390271	0.09307612
ENSG00000268471	ENSG00000111605	0.5551026	0.008999309	0.2950774	0.000285393
ENSG00000270091	ENSG00000111605	0.02870279	0.9017085	0.001002115	0.9903887
ENSG00000258441	ENSG00000111605	0.1658552	0.4724466	0.2141968	0.009183786
ENSG00000267871	ENSG00000111605	0.0760896	0.7430547	0.1353605	0.1021159
ENSG00000257303	ENSG00000111605	0.2482909	0.277812	0.2828875	0.0005170955
ENSG00000206417	ENSG00000111605	0.248183	0.2780276	0.06315267	0.4473097
ENSG00000267858	ENSG00000111605	0.2134393	0.3529011	0.1329282	0.1084847
ENSG00000258813	ENSG00000111605	0.03382931	0.8842579	-0.02064913	0.8039436
ENSG00000260296	ENSG00000111605	0.2110703	0.3583965	0.05448735	0.5121642
ENSG00000259712	ENSG00000111605	0.08078136	0.7277736	0.1506796	0.0684987
ENSG00000214719	ENSG00000111605	-0.04782227	0.8369103	0.2121269	0.009898067
ENSG00000260060	ENSG00000111605	-0.2104709	0.3597946	0.1766064	0.03237024
ENSG00000260464	ENSG00000111605	0.2856862	0.2093418	0.0847341	0.3075329
ENSG00000250075	ENSG00000111605	-0.1043051	0.6527478	-0.01727392	0.8354923
ENSG00000260853	ENSG00000111605	0.3416449	0.1295744	0.3667639	4.899069e-06
ENSG00000230612	ENSG00000111605	0.5433407	0.01090945	0.2617644	0.001361631
ENSG00000268047	ENSG00000111605	0.3341588	0.1387436	0.3234102	6.453439e-05
ENSG00000224281	ENSG00000111605	0.2421401	0.2902746	0.02718803	0.7437558
ENSG00000224032	ENSG00000111605	-0.04478658	0.8471417	0.08420704	0.3105624
ENSG00000179523	ENSG00000111605	0.5209501	0.01545642	0.1831996	0.0263477
ENSG00000260257	ENSG00000111605	0.1035646	0.6550654	0.01800059	0.828676
ENSG00000260260	ENSG00000111605	0.2737732	0.2297995	-0.1713564	0.03796564
ENSG00000255920	ENSG00000111605	0.2976668	0.1900275	0.08087078	0.3301898
ENSG00000197670	ENSG00000111605	0.001484655	0.994904	0.3586941	8.150951e-06
ENSG00000257913	ENSG00000111605	0.289197	0.2035519	0.262466	0.001320157
ENSG00000270332	ENSG00000111605	0.248938	0.2765206	-0.03847122	0.6436309
ENSG00000260853	ENSG00000149532	-0.01323102	0.9546076	0.5303959	4.869633e-12
ENSG00000268471	ENSG00000149532	0.8279401	3.608993e-06	0.5493349	5.807983e-13
ENSG00000259959	ENSG00000149532	0.341303	0.1299836	0.5129982	3.067078e-11
ENSG00000267649	ENSG00000149532	0.7663918	5.090932e-05	0.2212793	0.007071898
ENSG00000206417	ENSG00000149532	0.6713546	0.0008618694	0.2856365	0.0004532782
ENSG00000257913	ENSG00000149532	-0.08336331	0.719406	0.3834251	1.638167e-06
ENSG00000272368	ENSG00000149532	0.1056262	0.6486206	0.08770935	0.2907953
ENSG00000261799	ENSG00000149532	0.3994635	0.07280933	0.1761747	0.03280237
ENSG00000250075	ENSG00000149532	-0.09811931	0.6722005	0.0476583	0.5664963
ENSG00000263731	ENSG00000149532	-0.08214286	0.7233575	0.140474	0.08968857
ENSG00000270091	ENSG00000149532	0.208783	0.3637489	0.2213994	0.007040167
ENSG00000253948	ENSG00000149532	0.3113395	0.1695025	0.342732	2.143824e-05
ENSG00000233429	ENSG00000149532	-0.1405654	0.5433612	0.3493214	1.447335e-05
ENSG00000226581	ENSG00000149532	0.8109155	8.239804e-06	0.3602336	7.404394e-06
ENSG00000260260	ENSG00000149532	0.890043	6.610887e-08	-0.1717157	0.03755834
ENSG00000267858	ENSG00000149532	0.5749539	0.006400189	0.276628	0.0006945042
ENSG00000230002	ENSG00000149532	-0.08574822	0.7117043	0.2985917	0.0002392589
ENSG00000257740	ENSG00000149532	0.406834	0.06720676	0.4520552	9.050552e-09
ENSG00000260804	ENSG00000149532	0.2655315	0.2446914	0.3578438	8.593279e-06
ENSG00000250988	ENSG00000149532	0.6857361	0.0006005051	0.3484008	1.529809e-05
ENSG00000197670	ENSG00000149532	-0.08477901	0.714831	0.4894464	3.156285e-10
ENSG00000242808	ENSG00000149532	0.4818616	0.02697145	0.117024	0.1580727
ENSG00000230612	ENSG00000149532	0.3802803	0.08903176	0.4613011	4.096576e-09
ENSG00000225439	ENSG00000149532	0.7976313	1.485571e-05	0.3886155	1.150017e-06
ENSG00000179523	ENSG00000149532	0.7198754	0.0002339126	0.6556841	2.019444e-19
ENSG00000257303	ENSG00000149532	0.2240393	0.3289177	0.3751092	2.85173e-06
ENSG00000258302	ENSG00000149532	-0.1568368	0.4971836	0.2282332	0.005429997
ENSG00000260464	ENSG00000149532	0.6336003	0.002044223	0.3896799	1.068725e-06
ENSG00000260708	ENSG00000149532	0.8346803	2.538755e-06	0.2111211	0.01026252
ENSG00000249835	ENSG00000149532	0.1077505	0.6420051	0.2131828	0.0095278
ENSG00000259712	ENSG00000149532	0.08282192	0.721158	0.3701848	3.931605e-06
ENSG00000268047	ENSG00000149532	0.292177	0.1987222	0.3894139	1.088516e-06
ENSG00000188693	ENSG00000149532	0.01723027	0.9409076	0.1778623	0.03114057
ENSG00000249249	ENSG00000149532	0.3089287	0.1730055	0.4070684	3.109818e-07
ENSG00000232043	ENSG00000149532	0.07594332	0.7435327	0.4889677	3.303441e-10
ENSG00000259891	ENSG00000149532	0.7052472	0.0003559114	0.4745422	1.262519e-09
ENSG00000260257	ENSG00000149532	0.1991035	0.3869028	0.03531012	0.6711355
ENSG00000229728	ENSG00000149532	0.3888679	0.08146858	0.3371981	2.961698e-05
ENSG00000255435	ENSG00000149532	0.8810101	1.349409e-07	0.4322999	4.558072e-08
ENSG00000258441	ENSG00000149532	0.03431059	0.8826222	0.3800512	2.055105e-06
ENSG00000214719	ENSG00000149532	0.1798461	0.4353407	0.379027	2.200442e-06
ENSG00000224032	ENSG00000149532	0.1869242	0.4171758	0.2786635	0.000631457
ENSG00000251562	ENSG00000169169	0.3115195	0.1692429	0.02010528	0.8090072
ENSG00000245532	ENSG00000169169	-0.5415473	0.01122775	-0.1886149	0.02214414
ENSG00000268388	ENSG00000169169	0.1402034	0.5444104	0.02753978	0.7405581
ENSG00000251562	ENSG00000157613	-0.1456716	0.5286619	-0.09403346	0.257267
ENSG00000268388	ENSG00000072832	-0.1291516	0.5768773	0.04826858	0.5615317
ENSG00000245532	ENSG00000121671	-0.4934248	0.02302245	0.03831447	0.6449838
ENSG00000245694	ENSG00000121671	-0.5358011	0.01229897	-0.1820728	0.02730339
ENSG00000259959	ENSG00000101811	-0.4154167	0.06110036	0.1633817	0.04800841
ENSG00000260060	ENSG00000101811	-0.5691392	0.007087348	-0.04968632	0.5500794
ENSG00000260260	ENSG00000101811	-0.2713415	0.2341302	-0.2775126	0.0006664266
ENSG00000260083	ENSG00000101811	-0.3352104	0.1374287	0.06858997	0.4090977
ENSG00000250075	ENSG00000101811	-0.5389234	0.01170707	-0.1518609	0.0663337
ENSG00000230612	ENSG00000101811	-0.5330796	0.01283451	-0.00885009	0.9152748
ENSG00000259736	ENSG00000101811	-0.09260592	0.6897107	0.1131613	0.1723528
ENSG00000255435	ENSG00000101811	-0.3699229	0.09882969	0.02820679	0.7345064
ENSG00000224934	ENSG00000101811	-0.3731832	0.09566413	-0.04412795	0.5956169
ENSG00000206417	ENSG00000101811	-0.4733736	0.03019762	-0.1326853	0.1091373
ENSG00000229839	ENSG00000101811	0.2648443	0.2459604	0.0961255	0.2467846
ENSG00000249207	ENSG00000101811	-0.336542	0.1357762	0.1064759	0.1992877
ENSG00000251095	ENSG00000101811	-0.2871703	0.2068811	0.09063196	0.2749554
ENSG00000259712	ENSG00000101811	0.2979615	0.1895682	0.08255821	0.3201653
ENSG00000257303	ENSG00000101811	-0.5455897	0.01052072	-0.09860457	0.2347511
ENSG00000258057	ENSG00000101811	-0.5518808	0.00949294	0.004275102	0.9590143
ENSG00000214719	ENSG00000101811	-0.7387181	0.0001309776	0.172509	0.0366721
ENSG00000249249	ENSG00000101811	-0.1019961	0.6599844	-0.03815323	0.6463768
ENSG00000224032	ENSG00000101811	-0.5560016	0.00886538	-5.495958e-05	0.9994729
ENSG00000268006	ENSG00000101811	-0.5742508	0.006480234	-0.02902699	0.7270872
ENSG00000258302	ENSG00000101811	-0.538654	0.0117572	-0.006663701	0.9361543
ENSG00000197670	ENSG00000101811	0.3765886	0.09243782	0.1936578	0.01876203
ENSG00000258441	ENSG00000101811	-0.6009875	0.003960186	-0.04841107	0.5603755
ENSG00000229728	ENSG00000101811	-0.4209556	0.05738971	-0.01555103	0.8517015
ENSG00000245573	ENSG00000101811	-0.3913017	0.07941487	0.08944311	0.2813269
ENSG00000253948	ENSG00000101811	-0.365651	0.1030929	-0.07443662	0.3702338
ENSG00000253741	ENSG00000101811	-0.3931614	0.07787192	0.3059269	0.0001643907
ENSG00000233429	ENSG00000101811	0.5784387	0.006015404	-0.02054168	0.8049434
ENSG00000250988	ENSG00000101811	-0.277455	0.2233426	0.03325635	0.6892447
ENSG00000225439	ENSG00000101811	-0.2265498	0.3233832	0.08875273	0.2850721
ENSG00000269038	ENSG00000101811	-0.3403159	0.1311699	0.085505	0.3031367
ENSG00000272368	ENSG00000101811	-0.6827779	0.0006478741	-0.1569404	0.05765152
ENSG00000257913	ENSG00000101811	-0.385111	0.08471606	0.07025556	0.3977887
ENSG00000179523	ENSG00000101811	-0.3241922	0.1516499	0.2249144	0.00616553
ENSG00000260464	ENSG00000101811	-0.4627486	0.03465651	0.001596931	0.9846844
ENSG00000233006	ENSG00000101811	-0.5205975	0.01553865	-0.07960373	0.3378477
ENSG00000261094	ENSG00000101811	-0.3678706	0.1008614	-0.07523244	0.3651252
ENSG00000238058	ENSG00000101811	-0.4017535	0.07103231	0.259519	0.001502474
ENSG00000234327	ENSG00000101811	-0.627493	0.002326522	-0.1035741	0.2118813
ENSG00000231028	ENSG00000101811	-0.3552653	0.1140148	0.03077082	0.7113981
ENSG00000263731	ENSG00000101811	-0.5343207	0.01258797	0.026878	0.746578
ENSG00000269925	ENSG00000101811	0.2754247	0.2268883	0.08690736	0.2952461
ENSG00000249249	ENSG00000177613	0.4891337	0.02443021	0.5991478	1.086745e-15
ENSG00000258441	ENSG00000177613	-0.1751093	0.4477268	0.3075399	0.000151167
ENSG00000234327	ENSG00000177613	-0.2938365	0.1960662	0.04972214	0.5497915
ENSG00000260260	ENSG00000177613	-0.02361012	0.9190871	-0.3136678	0.0001094388
ENSG00000263843	ENSG00000177613	-0.1011215	0.6627332	0.2355491	0.00407849
ENSG00000229728	ENSG00000177613	-0.09867192	0.6704542	0.2156475	0.008710674
ENSG00000224032	ENSG00000177613	-0.2936446	0.1963722	-0.03658808	0.6599608
ENSG00000257303	ENSG00000177613	-0.2586144	0.257659	0.1291985	0.1188496
ENSG00000250988	ENSG00000177613	-0.001469446	0.9949562	0.1915214	0.02013595
ENSG00000257913	ENSG00000177613	-0.1711092	0.4583281	0.1909236	0.02053563
ENSG00000245556	ENSG00000177613	-0.05155623	0.8243603	0.3157839	9.772711e-05
ENSG00000250075	ENSG00000177613	-0.2929391	0.1974995	0.02667603	0.7484183
ENSG00000224934	ENSG00000177613	-0.0432362	0.8523764	0.1239757	0.134635
ENSG00000263731	ENSG00000177613	-0.2177245	0.3430859	0.07337564	0.3771125
ENSG00000260464	ENSG00000177613	0.04806987	0.8360769	0.4765754	1.049051e-09
ENSG00000272368	ENSG00000177613	-0.4221429	0.05661717	0.09855966	0.2349653
ENSG00000259959	ENSG00000177613	0.2477427	0.2789088	0.3598503	7.583981e-06
ENSG00000259736	ENSG00000177613	-0.07220865	0.7557659	0.1365159	0.09919557
ENSG00000258561	ENSG00000177613	-0.01525438	0.9476745	0.2027271	0.01379418
ENSG00000233429	ENSG00000177613	0.5947207	0.004461509	0.1783999	0.03062643
ENSG00000229839	ENSG00000177613	0.5012191	0.02063121	0.3187843	8.311633e-05
ENSG00000258302	ENSG00000177613	-0.3853892	0.08447234	0.1662604	0.04415442
ENSG00000248079	ENSG00000177613	-0.3076847	0.1748325	0.2399878	0.003414033
ENSG00000214719	ENSG00000177613	-0.3262109	0.1489705	0.3067396	0.0001575987
ENSG00000259712	ENSG00000177613	0.09972396	0.6671342	0.1111431	0.1801831
ENSG00000268388	ENSG00000159692	-0.2115455	0.3572902	-0.02588736	0.7556179
ENSG00000245694	ENSG00000159692	-0.268527	0.2392087	0.1091761	0.1880638
ENSG00000242808	ENSG00000102974	-0.1520129	0.5106701	0.1357335	0.1011657
ENSG00000225937	ENSG00000102974	-0.0820618	0.7236202	-0.007827665	0.9250324
ENSG00000226711	ENSG00000102974	-0.1410258	0.5420284	0.2824859	0.0005270822
ENSG00000268388	ENSG00000163131	0.1779297	0.4403298	-0.02561544	0.7581052
ENSG00000245694	ENSG00000163735	0.2479899	0.2784139	-0.03886165	0.6402661
ENSG00000251562	ENSG00000163735	-0.1424099	0.5380299	-0.03758862	0.6512639
ENSG00000251562	ENSG00000169429	-0.006476154	0.9777735	-0.00498006	0.9522632
ENSG00000245694	ENSG00000051523	0.378777	0.09040731	0.1562134	0.05883367
ENSG00000245532	ENSG00000051523	0.2074667	0.3668498	0.1639528	0.04722231
ENSG00000268388	ENSG00000051523	-0.07784308	0.7373324	-0.08737717	0.2926334
ENSG00000268388	ENSG00000055163	-0.1758929	0.4456654	0.009357502	0.9104368
ENSG00000251562	ENSG00000111012	-0.1379523	0.5509552	0.07289948	0.3802248
ENSG00000268388	ENSG00000276644	0.1589151	0.4914273	0.0239728	0.7731823
ENSG00000268388	ENSG00000117593	0.1759357	0.4455527	-0.0580018	0.4852905
ENSG00000245694	ENSG00000117593	0.5293446	0.01360015	0.3264251	5.460165e-05
ENSG00000245694	ENSG00000172992	-0.5138325	0.01718592	0.0001736476	0.9983345
ENSG00000268388	ENSG00000172992	-0.009622368	0.9669803	0.157176	0.05727271
ENSG00000251562	ENSG00000187323	0.2440886	0.2862898	0.2156698	0.008703576
ENSG00000251562	ENSG00000170390	0.2671677	0.2416867	0.165559	0.04506875
ENSG00000245694	ENSG00000151065	-0.4698848	0.03160874	0.05404266	0.5156185
ENSG00000268388	ENSG00000151065	-0.03565396	0.8780589	0.04739414	0.5686516
ENSG00000245532	ENSG00000175203	-0.313439	0.1664918	0.1635324	0.04779995
ENSG00000268388	ENSG00000137100	-0.1644444	0.4762747	0.1492284	0.07123643
ENSG00000251562	ENSG00000150401	0.3434893	0.1273834	0.5346235	3.06423e-12
ENSG00000268388	ENSG00000150401	0.06073912	0.7936768	0.1723283	0.03687239
ENSG00000251562	ENSG00000198171	-0.09557648	0.6802567	-0.01492132	0.8576417
ENSG00000268388	ENSG00000137628	0.3437751	0.1270463	-0.01877001	0.8214725
ENSG00000268388	ENSG00000181381	0.2599234	0.2551721	-0.04427369	0.5944014
ENSG00000268388	ENSG00000072849	0.230278	0.315268	-0.06851301	0.4096247
ENSG00000259488	ENSG00000128191	0.5974864	0.004234128	0.4222264	9.998392e-08
ENSG00000235381	ENSG00000128191	0.6369453	0.001902216	0.4938155	2.075566e-10
ENSG00000260464	ENSG00000128191	0.3908071	0.07982913	0.3822465	1.773706e-06
ENSG00000256001	ENSG00000128191	0.4205159	0.05767782	0.2577343	0.001623751
ENSG00000260296	ENSG00000128191	0.3958452	0.07568478	0.2711885	0.0008924596
ENSG00000267549	ENSG00000128191	0.578861	0.005970104	0.3192515	8.103427e-05
ENSG00000233429	ENSG00000128191	0.1221611	0.5978352	0.4897435	3.068167e-10
ENSG00000267100	ENSG00000128191	0.1453842	0.5294842	0.2191043	0.007669133
ENSG00000237149	ENSG00000128191	-0.4061757	0.06769347	0.1952332	0.01780157
